subj	cond	item	value	region	Xstart	Xend	Ystart	Yend	fixationtype	order	questionRT	questionAcc
001	3	9	525	4	77	92	0	0	tt	153	NA	NA
001	1	7	108	1	0	71	0	0	ff	159	NA	NA
001	1	7	2850	1	0	71	0	0	fp	159	NA	NA
001	1	7	2850	1	0	71	0	0	rp	159	NA	NA
001	1	7	0	1	0	71	0	0	pr	159	NA	NA
001	1	7	216	1	0	71	0	0	rr	159	NA	NA
001	1	7	3066	1	0	71	0	0	tt	159	NA	NA
001	1	7	321	2	71	79	0	0	ff	159	NA	NA
001	1	7	321	2	71	79	0	0	fp	159	NA	NA
001	1	7	1536	2	71	79	0	0	rp	159	NA	NA
001	1	7	1	2	71	79	0	0	pr	159	NA	NA
001	1	7	999	2	71	79	0	0	rr	159	NA	NA
001	1	7	1320	2	71	79	0	0	tt	159	NA	NA
001	1	7	371	3	79	92	0	0	ff	159	NA	NA
001	1	7	1371	3	79	92	0	0	fp	159	NA	NA
001	1	7	1371	3	79	92	0	0	rp	159	NA	NA
001	1	7	0	3	79	92	0	0	pr	159	NA	NA
001	1	7	0	3	79	92	0	0	rr	159	NA	NA
001	1	7	1371	3	79	92	0	0	tt	159	NA	NA
001	1	7	307	4	92	120	0	0	ff	159	NA	NA
001	1	7	2010	4	92	120	0	0	fp	159	NA	NA
001	1	7	2010	4	92	120	0	0	rp	159	NA	NA
001	1	7	0	4	92	120	0	0	pr	159	NA	NA
001	1	7	0	4	92	120	0	0	rr	159	NA	NA
001	1	7	2010	4	92	120	0	0	tt	159	NA	NA
001	6	6	192	1	0	59	0	0	ff	162	NA	NA
001	6	6	2724	1	0	59	0	0	fp	162	NA	NA
001	6	6	2724	1	0	59	0	0	rp	162	NA	NA
001	6	6	0	1	0	59	0	0	pr	162	NA	NA
001	6	6	0	1	0	59	0	0	rr	162	NA	NA
001	6	6	2724	1	0	59	0	0	tt	162	NA	NA
001	6	6	421	2	59	67	0	0	ff	162	NA	NA
001	6	6	421	2	59	67	0	0	fp	162	NA	NA
001	6	6	421	2	59	67	0	0	rp	162	NA	NA
001	6	6	0	2	59	67	0	0	pr	162	NA	NA
001	6	6	0	2	59	67	0	0	rr	162	NA	NA
001	6	6	421	2	59	67	0	0	tt	162	NA	NA
001	6	6	314	3	67	82	0	0	ff	162	NA	NA
001	6	6	882	3	67	82	0	0	fp	162	NA	NA
001	6	6	882	3	67	82	0	0	rp	162	NA	NA
001	6	6	0	3	67	82	0	0	pr	162	NA	NA
001	6	6	0	3	67	82	0	0	rr	162	NA	NA
001	6	6	882	3	67	82	0	0	tt	162	NA	NA
001	6	6	345	4	82	121	0	0	ff	162	NA	NA
001	6	6	2576	4	82	121	0	0	fp	162	NA	NA
001	6	6	2576	4	82	121	0	0	rp	162	NA	NA
001	6	6	0	4	82	121	0	0	pr	162	NA	NA
001	6	6	0	4	82	121	0	0	rr	162	NA	NA
001	6	6	2576	4	82	121	0	0	tt	162	NA	NA
001	3	21	201	1	0	61	0	0	ff	178	NA	NA
001	3	21	2550	1	0	61	0	0	fp	178	NA	NA
001	3	21	2550	1	0	61	0	0	rp	178	NA	NA
001	3	21	0	1	0	61	0	0	pr	178	NA	NA
001	3	21	0	1	0	61	0	0	rr	178	NA	NA
001	3	21	2550	1	0	61	0	0	tt	178	NA	NA
